Full Prefetching:
  -4.11892   -3.87192   -3.21452   -4.00238    -7.0632   -1.57126   -4.91531   -9.16289   -8.75256   -6.10385   -6.43582   0.182189   -6.63596   0.537353   -2.18811    -251.71  0  0 
  -4.11892   -3.87192   -3.21452   -4.00238    -7.0632   -1.57126   -4.91531   -9.16289   -8.75256   -6.10385   -6.43582   0.182189   -6.63596   0.537353   -2.18811    -251.71  0  2 
  -4.11892   -3.87192   -3.21452   -4.00238    -7.0632   -1.57126   -4.91531   -9.16289   -8.75256   -6.10385   -6.43582   0.182189   -6.63596   0.537353   -2.18811    -251.71  0  0 
  -4.11892   -3.87192   -3.21452   -4.00238    -7.0632   -1.57126   -4.91531   -9.16289   -8.75256   -6.10385   -6.43582   0.182189   -6.63596   0.537353   -2.18811    -251.71  0  2 
  -4.11892   -3.87192   -3.21452   -4.00238    -7.0632   -1.57126   -4.91531   -9.16289   -8.75256   -6.10385   -6.43582   0.182189   -6.63596   0.537353   -2.18811    -251.71  0  0 
  -4.11892   -3.87192   -3.21452   -4.00238    -7.0632   -1.57126   -4.91531   -9.16289   -8.75256   -6.10385   -6.43582   0.182189   -6.63596   0.537353   -2.18811    -251.71  0  2 
  -5.01701   -4.41308   -2.32734   -3.08434    -8.9967   -2.58085   -3.43775   -10.1381    -8.8294   -5.90034   -5.76349   0.643747   -5.23802    1.01147   -1.87954   -243.476  1  0 
  -3.95197   -4.02109   -1.86311   -3.14851   -9.62148   -2.90463   -3.99514   -10.5227      -8.39   -4.95119    -6.3928  -0.220101   -6.60478    1.51365  -0.794968   -240.809  1  2 
  -3.95197   -4.02109   -1.86311   -3.14851   -9.62148   -2.90463   -3.99514   -10.5227      -8.39   -4.95119    -6.3928  -0.220101   -6.60478    1.51365  -0.794968   -240.809  0  0 
  -3.95197   -4.02109   -1.86311   -3.14851   -9.62148   -2.90463   -3.99514   -10.5227      -8.39   -4.95119    -6.3928  -0.220101   -6.60478    1.51365  -0.794968   -240.809  0  2 
  -3.95197   -4.02109   -1.86311   -3.14851   -9.62148   -2.90463   -3.99514   -10.5227      -8.39   -4.95119    -6.3928  -0.220101   -6.60478    1.51365  -0.794968   -240.809  0  0 
  -4.24309   -3.85171    -1.9569   -3.48753   -9.81662   -2.31568   -4.49258   -10.0914   -7.47068   -5.11454   -5.69499  -0.440705   -6.31316    1.04598  -0.540284   -229.667  1  2 
  -2.90372    -3.6632   -1.92053   -2.51007   -9.04067   -1.45153   -5.24357     -9.112   -7.08004   -3.78235   -6.20955  -0.963481   -7.52578   0.854393  0.0682203   -214.211  1  0 
  -2.90372    -3.6632   -1.92053   -2.51007   -9.04067   -1.45153   -5.24357     -9.112   -7.08004   -3.78235   -6.20955  -0.963481   -7.52578   0.854393  0.0682203   -214.211  0  2 
